USER_ID,MOVIE_ID,MOVIE_TITLE,PRODUCTION_YEAR,GENRES,RATING,,,GENRES,
335,338337,Paycheck ,2003,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,7,,,,
336,343818,"I, Robot ",2004,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,7,,,,
337,1536537,What Happened to Monday ,2017,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,8,,,,
338,2515034,The Gunman ,2015,Action|Crime|Drama|Mystery|Thriller,5,,,,
339,963178,The International ,2009,Action|Crime|Drama|Mystery|Thriller,7,,,,
340,1259528,Den of Thieves ,2018,Action|Crime|Drama|Mystery|Thriller,3,,,,
341,106977,The Fugitive ,1993,Action|Crime|Drama|Mystery|Thriller,8,,,,
342,3397884,Sicario ,2015,Action|Crime|Drama|Mystery|Thriller,7,,,,
343,3397884,Sicario ,2015,Action|Crime|Drama|Mystery|Thriller,8,,,,
344,1637688,In Time ,2011,Action|Crime|Drama|Sci-Fi|Thriller,10,,,,
345,1823672,Chappie ,2015,Action|Crime|Drama|Sci-Fi|Thriller,7,,,,
346,1823672,Chappie ,2015,Action|Crime|Drama|Sci-Fi|Thriller,9,,,,
347,1276104,Looper ,2012,Action|Crime|Drama|Sci-Fi|Thriller,7,,,,
348,1823672,Chappie ,2015,Action|Crime|Drama|Sci-Fi|Thriller,4,,,,
349,1321870,Gangster Squad ,2013,Action|Crime|Drama|Thriller,7,,,,
350,2140479,The Accountant ,2016,Action|Crime|Drama|Thriller,7,,,,
351,375912,Layer Cake ,2004,Action|Crime|Drama|Thriller,8,,,,
352,2140479,The Accountant ,2016,Action|Crime|Drama|Thriller,8,,,,
353,433387,Harsh Times ,2005,Action|Crime|Drama|Thriller,8,,,,
354,468569,The Dark Knight ,2008,Action|Crime|Drama|Thriller,10,,,,
355,1289406,Harry Brown ,2009,Action|Crime|Drama|Thriller,7,,,,
356,365907,A Walk Among the Tombstones ,2014,Action|Crime|Drama|Thriller,8,,,,
357,1742334,Sabotage ,2014,Action|Crime|Drama|Thriller,4,,,,
358,2452200,Son of a Gun ,2014,Action|Crime|Drama|Thriller,8,,,,
359,6850820,Peppermint ,2018,Action|Crime|Drama|Thriller,5,,,,
360,110413,Léon ,1994,Action|Crime|Drama|Thriller,9,,,,
361,1855199,End of Watch ,2012,Action|Crime|Drama|Thriller,9,,,,
362,1855199,End of Watch ,2012,Action|Crime|Drama|Thriller,7,,,,
363,2140479,The Accountant ,2016,Action|Crime|Drama|Thriller,7,,,,
364,2401097,Tracers ,2014,Action|Crime|Drama|Thriller,4,,,,
365,69121,Prime Cut ,1972,Action|Crime|Drama|Thriller,8,,,,
366,1242422,Celda 211 ,2009,Action|Crime|Drama|Thriller,7,,,,
367,2582782,Hell or High Water ,2016,Action|Crime|Drama|Thriller|Western,7,,,,
368,2582782,Hell or High Water ,2016,Action|Crime|Drama|Thriller|Western,6,,,,
369,103776,Batman Returns ,1992,Action|Crime|Fantasy,6,,,,
370,5519340,Bright ,2017,Action|Crime|Fantasy|Thriller,8,,,,
371,5519340,Bright ,2017,Action|Crime|Fantasy|Thriller,8,,,,
372,1211956,Escape Plan ,2013,Action|Crime|Mystery|Sci-Fi|Thriller,8,,,,
373,1211956,Escape Plan ,2013,Action|Crime|Mystery|Sci-Fi|Thriller,7,,,,
374,1343727,Dredd ,2012,Action|Crime|Sci-Fi,7,,,,
375,1234721,RoboCop ,2014,Action|Crime|Sci-Fi|Thriller,7,,,,
376,3171832,iBoy ,2017,Action|Crime|Sci-Fi|Thriller,7,,,,
377,1234721,RoboCop ,2014,Action|Crime|Sci-Fi|Thriller,6,,,,
378,106697,Demolition Man ,1993,Action|Crime|Sci-Fi|Thriller,6,,,,
379,1234721,RoboCop ,2014,Action|Crime|Sci-Fi|Thriller,6,,,,
380,1234721,RoboCop ,2014,Action|Crime|Sci-Fi|Thriller,4,,,,
381,317740,The Italian Job ,2003,Action|Crime|Thriller,5,,,,
382,3276924,Heist ,2015,Action|Crime|Thriller,10,,,,
383,455944,The Equalizer ,2014,Action|Crime|Thriller,9,,,,
384,4630562,The Fate of the Furious ,2017,Action|Crime|Thriller,10,,,,
385,790724,Jack Reacher ,2012,Action|Crime|Thriller,8,,,,
386,455944,The Equalizer ,2014,Action|Crime|Thriller,8,,,,
387,1361318,Good People ,2014,Action|Crime|Thriller,6,,,,
388,2265171,The Raid 2 ,2014,Action|Crime|Thriller,8,,,,
389,2911666,John Wick ,2014,Action|Crime|Thriller,8,,,,
390,3197766,Saat po long 2 ,2015,Action|Crime|Thriller,6,,,,
391,91828,Raw Deal ,1986,Action|Crime|Thriller,5,,,,
392,117438,Ransom ,1996,Action|Crime|Thriller,6,,,,
393,790724,Jack Reacher ,2012,Action|Crime|Thriller,6,,,,
394,2369135,Need for Speed ,2014,Action|Crime|Thriller,7,,,,
395,2402157,The November Man ,2014,Action|Crime|Thriller,8,,,,
396,2911666,John Wick ,2014,Action|Crime|Thriller,6,,,,
397,3766354,The Equalizer 2 ,2018,Action|Crime|Thriller,5,,,,
398,430357,Miami Vice ,2006,Action|Crime|Thriller,6,,,,
399,2717822,Blackhat ,2015,Action|Crime|Thriller,4,,,,
400,3766354,The Equalizer 2 ,2018,Action|Crime|Thriller,6,,,,
401,1188982,Jai Ho ,2014,Action|Drama,10,,,,
402,1907639,Hardflip ,2012,Action|Drama,1,,,,
403,5084170,Mugen no jûnin ,2017,Action|Drama|Fantasy,8,,,,
404,1860357,Deepwater Horizon ,2016,Action|Drama|History|Thriller,7,,,,
405,1860357,Deepwater Horizon ,2016,Action|Drama|History|Thriller,7,,,,
406,1860357,Deepwater Horizon ,2016,Action|Drama|History|Thriller,7,,,,
407,2025690,The Finest Hours ,2016,Action|Drama|History|Thriller,6,,,,
408,1860357,Deepwater Horizon ,2016,Action|Drama|History|Thriller,8,,,,
409,5013056,Dunkirk ,2017,Action|Drama|History|Thriller|War,7,,,,
410,5013056,Dunkirk ,2017,Action|Drama|History|Thriller|War,9,,,,
411,5013056,Dunkirk ,2017,Action|Drama|History|Thriller|War,8,,,,
412,5013056,Dunkirk ,2017,Action|Drama|History|Thriller|War,8,,,,
413,4172430,13 Hours ,2016,Action|Drama|History|Thriller|War,8,,,,
414,5013056,Dunkirk ,2017,Action|Drama|History|Thriller|War,7,,,,
415,1413492,12 Strong ,2018,Action|Drama|History|War,8,,,,
416,1413492,12 Strong ,2018,Action|Drama|History|War,5,,,,
417,2649554,Midnight Special ,2016,Action|Drama|Mystery|Sci-Fi|Thriller,6,,,,
418,364569,Oldeuboi ,2003,Action|Drama|Mystery|Thriller,8,,,,
419,2402101,Dark Places ,2015,Action|Drama|Mystery|Thriller,5,,,,
420,364569,Oldeuboi ,2003,Action|Drama|Mystery|Thriller,9,,,,
421,2574698,Gunday ,2014,Action|Drama|Romance,1,,,,
422,3640424,Allied ,2016,Action|Drama|Romance|Thriller|War,7,,,,
423,1706620,Snowpiercer ,2013,Action|Drama|Sci-Fi,6,,,,
424,1535108,Elysium ,2013,Action|Drama|Sci-Fi,4,,,,
425,1706620,Snowpiercer ,2013,Action|Drama|Sci-Fi,8,,,,
426,1025100,Gemini Man ,2019,Action|Drama|Sci-Fi|Thriller,4,,,,
427,434409,V for Vendetta ,2005,Action|Drama|Sci-Fi|Thriller,9,,,,
428,434409,V for Vendetta ,2005,Action|Drama|Sci-Fi|Thriller,9,,,,
429,3315342,Logan ,2017,Action|Drama|Sci-Fi|Thriller,8,,,,
430,3315342,Logan ,2017,Action|Drama|Sci-Fi|Thriller,7,,,,
431,120461,Volcano ,1997,Action|Drama|Sci-Fi|Thriller,5,,,,
432,1025100,Gemini Man ,2019,Action|Drama|Sci-Fi|Thriller,3,,,,
433,1219827,Ghost in the Shell ,2017,Action|Drama|Sci-Fi|Thriller,7,,,,
434,3315342,Logan ,2017,Action|Drama|Sci-Fi|Thriller,8,,,,
435,3315342,Logan ,2017,Action|Drama|Sci-Fi|Thriller,9,,,,
436,2334879,White House Down ,2013,Action|Drama|Thriller,8,,,,
437,2334879,White House Down ,2013,Action|Drama|Thriller,9,,,,
438,822854,Shooter ,2007,Action|Drama|Thriller,8,,,,
439,2172934,3 Days to Kill ,2014,Action|Drama|Thriller,5,,,,
440,2334879,White House Down ,2013,Action|Drama|Thriller,6,,,,
441,2873282,Red Sparrow ,2018,Action|Drama|Thriller,7,,,,
442,164184,The Sum of All Fears ,2002,Action|Drama|Thriller|War,6,,,,
443,4218696,The Wall ,2017,Action|Drama|Thriller|War,7,,,,
444,4218696,The Wall ,2017,Action|Drama|Thriller|War,4,,,,
445,2713180,Fury ,2014,Action|Drama|War,8,,,,
446,2713180,Fury ,2014,Action|Drama|War,7,,,,
447,2713180,Fury ,2014,Action|Drama|War,6,,,,
448,2140037,Jane Got a Gun ,2015,Action|Drama|Western,5,,,,
449,2393827,Howl ,2015,Action|Fantasy|Horror|Mystery|Thriller,7,,,,
450,6998518,Mandy ,2018,Action|Fantasy|Horror|Mystery|Thriller,6,,,,
451,1502404,Drive Angry ,2011,Action|Fantasy|Thriller,8,,,,
452,259324,Ghost Rider ,2007,Action|Fantasy|Thriller,7,,,,
453,416449,300,2006,Action|Fantasy|War,7,,,,
454,100403,Predator 2 ,1990,Action|Horror|Sci-Fi,6,,,,
455,114508,Species ,1995,Action|Horror|Sci-Fi|Thriller,8,,,,
456,4779682,The Meg ,2018,Action|Horror|Sci-Fi|Thriller,3,,,,
457,4779682,The Meg ,2018,Action|Horror|Sci-Fi|Thriller,6,,,,
458,5700672,Busanhaeng ,2016,Action|Horror|Thriller,8,,,,
459,5700672,Busanhaeng ,2016,Action|Horror|Thriller,9,,,,
460,5700672,Busanhaeng ,2016,Action|Horror|Thriller,8,,,,
461,1790864,The Maze Runner ,2014,Action|Mystery|Sci-Fi|Thriller,9,,,,
462,216216,The 6th Day ,2000,Action|Mystery|Sci-Fi|Thriller,7,,,,
463,1790864,The Maze Runner ,2014,Action|Mystery|Sci-Fi|Thriller,8,,,,
464,2140379,Self/less ,2015,Action|Mystery|Sci-Fi|Thriller,5,,,,
465,1401152,Unknown ,2011,Action|Mystery|Thriller,9,,,,
466,2024469,Non-Stop ,2014,Action|Mystery|Thriller,6,,,,
467,2406566,Atomic Blonde ,2017,Action|Mystery|Thriller,6,,,,
468,1590193,The Commuter ,2018,Action|Mystery|Thriller,8,,,,
469,2406566,Atomic Blonde ,2017,Action|Mystery|Thriller,9,,,,
470,2024469,Non-Stop ,2014,Action|Mystery|Thriller,10,,,,
471,2406566,Atomic Blonde ,2017,Action|Mystery|Thriller,7,,,,
472,1590193,The Commuter ,2018,Action|Mystery|Thriller,8,,,,
473,1631867,Edge of Tomorrow ,2014,Action|Sci-Fi,9,,,,
474,1631867,Edge of Tomorrow ,2014,Action|Sci-Fi,7,,,,
475,1631867,Edge of Tomorrow ,2014,Action|Sci-Fi,9,,,,
476,2872732,Lucy ,2014,Action|Sci-Fi|Thriller,7,,,,
477,2872732,Lucy ,2014,Action|Sci-Fi|Thriller,8,,,,
478,452608,Death Race ,2008,Action|Sci-Fi|Thriller,7,,,,
479,1981128,Geostorm ,2017,Action|Sci-Fi|Thriller,10,,,,
480,2872732,Lucy ,2014,Action|Sci-Fi|Thriller,7,,,,
481,1270797,Venom ,2018,Action|Sci-Fi|Thriller,7,,,,
482,1270797,Venom ,2018,Action|Sci-Fi|Thriller,6,,,,
483,6499752,Upgrade ,2018,Action|Sci-Fi|Thriller,8,,,,
484,70909,Westworld ,1973,Action|Sci-Fi|Thriller|Western,7,,,,
485,1024855,Gunned Down ,2017,Action|Thriller,8,,,,
486,4196776,Jason Bourne ,2016,Action|Thriller,7,,,,
487,2302755,Olympus Has Fallen ,2013,Action|Thriller,7,,,,
488,1345836,The Dark Knight Rises ,2012,Action|Thriller,10,,,,
489,1615160,The Foreigner ,2017,Action|Thriller,6,,,,
490,1397280,Taken 2 ,2012,Action|Thriller,5,,,,
491,1549920,The Last Stand ,2013,Action|Thriller,6,,,,
492,105112,Patriot Games ,1992,Action|Thriller,7,,,,
493,337978,Live Free or Die Hard ,2007,Action|Thriller,7,,,,
494,1606378,A Good Day to Die Hard ,2013,Action|Thriller,5,,,,
495,1781922,No Escape ,2015,Action|Thriller,7,,,,
496,1846589,Hunter Killer ,2018,Action|Thriller,6,,,,
497,4196776,Jason Bourne ,2016,Action|Thriller,6,,,,
498,7456310,Anna ,2019,Action|Thriller,7,,,,
499,8106534,6 Underground ,2019,Action|Thriller,4,,,,
500,2302755,Olympus Has Fallen ,2013,Action|Thriller,1,,,,
